,County,State,Total Pop.,VAP Males,VAP Females,Pop. 20 to 24,Pop. 25 to 34,Pop. 35 to 44,Pop. 45 to 54,Pop. 65 to 74,Pop. 75 to 84,Pop. 85+,Race Total Pop.,White,Black,Native,Asian,Islander,Other,Pop. 0 to 9,Pop. 10 to 19,Pop. 55 to 64
28,Dubuque,IA,96854,36769,37311,6622,12606,10467,11123,9518,5252,2671,96854,92568,4277,842,1788,0,0,12466,12410,13719
29,Pottawattamie,IA,93533,33089,36219,5974,11004,11313,11008,9537,4822,2085,93533,88836,2286,807,1282,456,1999,11308,12916,13566
137,Ada,ID,469966,172289,175988,28113,66481,67005,60077,41657,19173,6646,469966,436954,11169,6464,19638,1834,8532,53628,70372,56814
659,Bonneville,ID,116854,38682,39026,6943,15978,14906,12246,8907,3744,2395,116854,108299,631,1491,3142,590,7430,19311,19383,13041
258,Bannock,ID,87138,31164,31787,6463,13490,10605,8915,7360,3368,1616,87138,80828,1232,4008,2278,448,1079,12113,12999,10209
259,Kootenai,ID,161505,60587,62892,9039,21632,19145,19346,18143,9799,2611,161505,155087,1651,3667,3084,1115,1411,20673,19201,21916
138,Canyon,ID,223499,72118,74927,14968,29942,27990,26115,19122,9327,3481,223499,191827,3216,5709,4719,0,28342,33837,35044,23673
358,Twin Falls,ID,86081,28431,29510,4644,12056,10717,9571,7295,4423,1207,86081,79752,0,1129,2345,0,3945,11457,14406,10305
140,McHenry,IL,308570,110538,113517,17221,34994,39101,47049,27717,11721,5179,308570,289649,8935,1703,10915,0,3775,35092,45078,45418
20,Adams,IL,65691,24660,25974,3452,8430,7437,7655,6908,4522,1867,65691,61932,3375,0,813,0,0,8558,7606,9256
662,Will,IL,692310,238201,246685,44783,82261,93467,103525,55014,24406,11009,692310,533099,88174,8719,45616,560,44507,82426,108128,87291
139,Lake,IL,700832,232687,238912,50841,77969,87661,98601,59310,27703,12788,700832,536569,56192,7069,63592,1138,59061,83975,106223,95761
21,DeKalb,IL,104143,37894,39680,13899,15183,11415,10949,7777,3988,1540,104143,92165,10105,258,3644,0,1390,10956,16879,11557
757,Champaign,IL,209983,76059,77964,31933,29217,23548,18809,15669,6987,3662,209983,155268,31162,1174,25698,0,2713,21424,35619,23115
758,Kankakee,IL,110024,40279,42471,8104,13855,12856,13184,10320,5261,2763,110024,90134,17867,872,1489,0,3015,13269,15927,14485
759,Sangamon,IL,195348,71205,78569,11502,23496,25012,24869,20374,9856,4453,195348,164881,28555,1482,5063,222,1010,22372,25480,27934
760,Winnebago,IL,284081,99157,106706,16328,35954,33488,35980,28470,14872,6226,284081,234037,42409,2015,9799,0,5368,35692,37713,39358
22,St. Clair,IL,261059,92291,103196,14880,34925,33096,33438,23697,12563,4693,261059,173015,83163,2328,6199,191,4495,31022,35992,36753
141,Tazewell,IL,132328,48887,52012,7022,16334,16608,16602,14100,6678,4480,132328,127387,2609,732,2019,0,1057,16261,16099,18144
23,Williamson,IL,67056,26006,25584,2928,8675,8398,9035,7234,4104,1224,67056,61535,3310,876,1119,0,1607,8747,7435,9276
570,Kendall,IL,127915,41267,45102,7196,15302,21586,16996,7857,3761,1875,127915,111982,11529,0,5816,0,1898,20714,20352,12276
262,Rock Island,IL,143477,50622,54951,8543,16259,18146,17364,14839,8781,3289,143477,119933,18019,899,4692,454,6160,17393,18990,19873
568,DuPage,IL,928589,314506,333510,57392,117814,120365,125709,85229,40318,18214,928589,728595,53896,7481,125861,2889,39641,114838,118444,130266
261,McLean,IL,172828,61878,67565,21822,21894,21787,18911,13243,6088,3397,172828,146644,16609,692,10785,0,1730,20854,24772,20060
260,LaSalle,IL,109430,42705,41873,5584,14230,13348,13787,11642,6659,2540,109430,102609,4677,774,1294,0,2567,12615,13132,15893
359,Cook,IL,5180493,1686054,1872383,334239,846833,701865,648939,432528,225300,100113,5180493,3077682,1258171,41587,445378,6874,501045,618340,633078,639258
361,Peoria,IL,180621,64428,70125,11909,24042,21819,21719,17450,8191,4560,180621,139044,36799,1297,8967,0,2208,23071,24072,23788
660,Madison,IL,264461,97695,106307,15448,35137,32103,33937,25559,14808,5391,264461,235397,26496,1592,4044,0,2989,31924,32156,37998
569,Kane,IL,534216,171285,178565,33551,63227,72566,74204,44610,20900,7571,534216,416718,34111,4546,27668,639,66943,71538,79167,66882
360,Macon,IL,104712,38079,42712,5770,12651,12591,11664,11681,7045,2441,104712,85008,20336,844,1579,0,568,11975,14084,14810
661,Vermilion,IL,76806,28439,29289,4618,8832,8542,9253,8280,4679,2197,76806,64029,11932,327,965,0,1270,9259,10586,10560
459,Elkhart,IN,205560,67431,71729,13505,26351,24804,24948,16764,8828,4138,205560,182959,15325,2815,2998,0,10144,30268,31196,24758
665,St. Joseph,IN,270771,94212,103595,19841,36085,31554,32235,24807,11722,6631,270771,218869,41824,2856,9127,567,8639,34704,38752,34440
664,Monroe,IN,146917,56816,59190,26157,21135,15416,13610,11357,4465,3224,146917,130066,7223,1430,12076,0,917,12435,24075,15043
663,Floyd,IN,77781,28751,30981,4397,9966,9952,9843,7549,3201,1684,77781,72113,5669,275,1154,0,0,8991,10622,11576
24,Delaware,IN,114772,43828,48798,16240,13320,10916,12943,11005,5741,3185,114772,104142,9682,782,2328,470,669,12918,14853,13651
461,Morgan,IN,70116,26368,27058,4221,7744,7845,10185,7181,3089,1462,70116,69860,684,864,0,0,0,8382,9136,10871
264,Tippecanoe,IN,193048,68568,69034,32762,26374,20344,18977,13232,5983,3177,193048,162741,13370,1294,18157,0,3784,21421,32354,18424
265,Wayne,IN,65936,23405,26933,4328,8381,7385,8075,6850,3748,1847,65936,61473,5394,600,697,0,0,7633,8678,9011
571,Allen,IN,375351,128608,138938,24377,53204,47149,44191,32465,15964,6099,375351,304636,53623,3207,19033,972,10844,52361,53008,46533
263,Boone,IN,66999,23743,24510,3218,8194,8537,9844,5213,2067,1472,66999,63125,1701,784,2153,0,1128,9083,10409,8962
366,Vigo,IN,107386,41753,40816,12926,13881,12208,12130,9772,5257,2089,107386,95516,9061,1356,2604,0,2018,11155,14523,13445
365,Vanderburgh,IN,180974,65788,73244,11846,26048,21965,21266,17208,8411,4504,180974,157187,20966,668,3173,0,2728,21738,22730,25258
364,Kosciusko,IN,79344,28216,29648,5600,9541,9814,10184,7692,3828,1548,79344,75340,987,687,1292,0,1870,9489,11097,10551
362,Hancock,IN,76351,28535,29534,4343,9574,10027,10427,8105,3669,1174,76351,71919,4756,0,891,0,0,9246,9536,10250
363,Howard,IN,82366,29707,32973,4583,10127,9664,10519,9014,4540,2363,82366,73697,7599,879,1291,0,434,10549,9679,11328
460,Marion,IN,954670,310045,356469,64853,161213,123210,111814,71251,34744,14097,954670,599777,292244,7603,40421,1583,45323,134119,124446,114923
572,Lake,IN,484411,169322,188602,30050,59215,60975,61888,46107,23301,10516,484411,309544,121915,4238,9696,1151,59353,58792,66524,67043
25,Hendricks,IN,167009,59609,61573,9077,20258,25560,23549,13788,7245,1884,167009,147621,14201,0,6227,0,0,23398,21935,20315
762,Hamilton,IN,330086,109646,119228,17178,38113,51017,48172,24820,11542,4946,330086,294520,16938,1117,24161,562,3588,45649,50602,38047
143,Grant,IN,65936,24371,27567,5963,6743,7229,8191,6658,4304,1571,65936,60394,6522,429,302,0,452,6909,8876,9492
144,Johnson,IN,156225,54860,60031,10314,20513,20291,20999,13445,7246,2029,156225,146464,4916,0,6605,0,1138,20573,22184,18631
145,Porter,IN,169594,63237,66829,11527,20314,20818,23161,16416,7900,3079,169594,158148,8525,721,3213,0,3642,19420,22873,24086
761,Bartholomew,IN,82753,27724,28359,4472,12297,10198,10752,7589,4804,1156,82753,73557,2437,0,7360,0,1695,11399,9954,10132
27,Madison,IN,129641,49553,50295,7917,16842,15393,17100,13697,7050,2891,129641,116197,13298,666,772,0,1515,14554,16802,17395
26,LaPorte,IN,110007,43678,40714,6326,14433,13989,14285,11942,5791,1943,110007,94016,15676,808,280,0,2804,13257,12608,15433
142,Clark,IN,117360,42093,45974,6166,16865,16653,14642,11434,5638,1289,117360,106237,11471,0,1705,795,1322,14060,14833,15780
30,Johnson,KS,597555,206385,220308,34568,81708,83718,77791,52636,22772,11116,597555,530353,35868,5869,35970,505,8339,77472,80975,74799
463,Butler,KS,66765,24963,24329,4049,7856,8300,8568,5607,3365,1161,66765,63898,1978,1283,1352,133,257,7944,10757,9158
464,Douglas,KS,121436,46544,47155,20625,19005,13526,11815,8898,4007,2395,121436,103412,7507,5510,7493,0,1736,11716,17703,11746
465,Leavenworth,KS,81352,33007,27470,3695,10145,12847,9656,7158,3336,1671,81352,70836,9984,2160,1957,1071,1059,11145,10797,10902
466,Riley,KS,73703,31527,27436,19088,12950,6009,5093,4131,1874,1030,73703,64196,5976,1341,4827,364,729,6684,11060,5784
467,Shawnee,KS,177499,62425,68379,10581,20807,22350,20754,19335,9826,3615,177499,152947,19559,4143,4072,367,4500,21820,24796,23615
764,Wyandotte,KS,165324,47168,51342,10090,23865,22722,18834,12322,6417,1605,165324,101737,39036,2887,9014,0,19278,26662,23348,19459
148,Sedgwick,KS,513607,174799,183021,34687,72399,63705,58696,43922,20643,9743,513607,414885,56013,13049,27048,2798,24539,72233,72457,65122
766,Jefferson,KY,770517,269425,300299,47325,113938,96320,95158,73082,35460,15879,770517,561986,180335,5452,27881,645,14313,96003,93063,104289
765,Bullitt,KY,81069,31145,32171,4675,10094,11112,11832,8216,4006,876,81069,78236,1565,550,933,0,1185,7409,11702,11147
32,Warren,KY,131264,45331,47867,13299,17980,15343,15486,10748,4963,1651,131264,110498,13785,2043,6380,0,3325,15656,21648,14490
31,Kenton,KY,166051,59975,62906,10208,25071,21064,20021,14905,6636,2487,166051,151956,10256,804,2764,0,4404,24838,18640,22181
367,Campbell,KY,93152,34951,37445,6921,13685,10938,11405,8677,4319,1829,93152,88625,3686,343,1212,0,0,11341,10907,13130
368,Christian,KY,71671,27753,23764,9714,11994,6894,6205,4930,2720,1220,71671,52174,17139,933,1690,0,925,12587,9010,6397
767,Madison,KY,92368,35516,37345,11918,11888,11071,11020,7750,3506,1463,92368,86161,5552,546,1581,0,978,10231,12618,10903
149,Boone,KY,131533,46200,48715,7301,17788,17679,17871,10778,5187,1398,131533,123902,5469,0,4107,0,1937,17740,19286,16505
668,Hardin,KY,110356,39926,41204,7556,15539,13374,14316,9340,4885,1620,110356,91218,15764,1616,3729,403,3174,13971,15818,13937
573,Daviess,KY,101104,35980,39146,5681,13125,12338,12116,9801,5390,1861,101104,93149,6567,438,2202,0,1041,13013,14326,13453
574,Oldham,KY,66470,26269,22354,3527,6747,10039,9880,5450,2553,648,66470,62088,3286,482,1608,0,400,8350,10594,8682
468,Fayette,KY,323780,111800,123769,34856,49709,42549,38019,25515,12966,4478,323780,252655,54600,2343,15804,0,12053,38908,38817,37963
268,McCracken,KY,65346,23529,27339,3694,7388,7793,8473,7005,3731,2654,65346,56753,8120,585,700,0,0,7699,7636,9273
670,Terrebonne Parish,LA,111021,38619,42563,7606,15020,14566,13192,10490,4716,1436,111021,81173,22918,8109,1556,0,780,15364,14906,13725
150,Jefferson Parish,LA,434051,144349,163311,24023,62919,54162,54413,43668,22509,8064,434051,278494,123034,4833,21769,601,18339,53285,50646,60362
151,Lafourche Parish,LA,98115,35424,37946,5379,14148,10941,13360,8428,5291,1818,98115,81519,14305,3447,1039,0,1254,12723,13379,12648
469,Caddo Parish,LA,242922,84213,98575,15588,33610,29230,28039,24039,12370,5211,242922,115463,122705,2876,4264,275,2919,30583,31835,32417
33,Lafayette Parish,LA,242782,85425,93575,17005,37160,32162,29349,19487,8983,3394,242782,171575,66917,2419,5593,0,1284,33038,31885,30319
470,Livingston Parish,LA,139567,48606,52426,8431,19331,19365,18734,11358,5997,1584,139567,127662,9183,0,1211,0,3073,19046,19876,15845
471,Rapides Parish,LA,130562,47014,50533,7164,17525,16250,15372,12525,6695,2054,130562,85481,42806,2571,2313,0,1371,18396,17368,17213
575,Ascension Parish,LA,124672,42618,45442,6535,18139,18692,16698,9536,3114,1529,124672,91381,29318,1317,1939,0,2930,18273,17867,14289
769,Iberia Parish,LA,70941,24334,26971,4842,8252,8301,8954,6346,3209,826,70941,45475,24274,0,2360,0,0,8767,11652,9792
669,Orleans Parish,LA,391006,140061,162698,24441,69532,53523,46427,35816,15826,5890,391006,140101,235836,2427,12607,314,8515,42202,45092,52257
269,Ouachita Parish,LA,154475,53200,60255,9891,22358,18717,17860,13420,7236,2196,154475,92841,58906,796,2176,0,2534,22645,21200,18952
369,Calcasieu Parish,LA,203112,71651,78723,12631,29829,25171,23639,18380,8634,3451,203112,146697,53993,1879,3353,0,1536,29233,25760,26384
370,East Baton Rouge Parish,LA,440956,151629,174505,45503,64913,52692,47881,37907,18099,6571,440956,215998,210024,3420,17082,0,7845,57327,57550,52513
371,St. Landry Parish,LA,82764,28099,31857,4870,10195,9469,9331,7810,3955,1402,82764,47423,35745,0,0,0,0,11720,13077,10935
372,Tangipahoa Parish,LA,133777,47576,52317,9972,18052,16487,16664,12006,5765,1316,133777,92004,41883,510,1266,0,762,17901,19234,16380
770,St. Tammany Parish,LA,258111,90883,100350,13561,29175,32660,34614,26701,12307,4636,258111,216895,34445,3562,5514,0,1572,30105,37776,36576
768,Bossier Parish,LA,127185,45670,47746,9468,18581,18328,13473,10598,4911,2125,127185,91098,30256,714,3398,0,3357,18346,15993,15362
678,Norfolk,MA,705388,240952,268729,43776,91031,88890,98848,66183,34259,18516,705388,553294,59210,3270,91730,643,14052,76643,88771,98471
677,Barnstable,MA,213413,80977,91458,10027,20128,17952,25620,37322,20461,7670,213413,197916,8909,2613,4151,0,2857,15755,21035,37443
577,Essex,MA,790638,269312,298212,51242,97467,94953,108732,77602,36483,20793,790638,632399,48044,4191,34342,0,95635,88369,101968,113029
37,Middlesex,MA,1614714,547321,589292,114506,251457,211815,216837,139129,72937,33994,1614714,1273494,110172,12049,225256,1941,50939,173935,191262,208842
